,social_p,social_r,ILO_total,ILO_social,year,share1,PV_EST,PV_PER_RNK,PV_PER_RNK_UPPER,PV_STD_ERR,GE_EST,GE_PER_RNK,GE_PER_RNK_UPPER,GE_STD_ERR,RQ_EST,RQ_PER_RNK,RQ_PER_RNK_UPPER,RQ_STD_ERR,remittance_usd,remittance_gdp,gdp,incomeLevel,region,is_eca,gini,FSR,social_p_est1,social_p_est2,social_p_est2_nofsr,social_p_est2_fsr,social_p_est3,social_p_est4,social_p_est,social_r_est
"Macedonia, FYR",,,17.56,13.48,2010.0,,0.249049931764603,56.796115875244105,66.1835784912109,0.217708200216293,0.15057379007339494,60.5769233703613,72.2488021850586,0.24052308499813105,0.471437484025955,67.3076934814453,75.59808349609379,0.188010692596436,366518601.0,3.2367191208206805,28068618345.6157,Upper middle income,Europe & Central Asia (all income levels),True,44.05,True,0.4318002170379924,0.5802405174167189,,0.5416794160404884,0.5875689172020555,0.5448377766285182,0.5875689172020555,0.24787727988934646
Madagascar,0.07554764626798254,0.1054161434005338,2.39,0.31,2010.0,0.065,-0.54449462890625,26.699029922485398,37.681159973144496,0.20479880273342105,-1.27768325805664,9.13461494445801,16.2679424285889,0.181937411427498,-0.7243047952651981,26.442308425903306,35.406700134277294,0.172010317444801,431979679.13921,4.07791625674172,33928262552.2595,Low income,Sub-Saharan Africa (all income levels),False,40.63,False,-0.05195153415969049,-0.012418472309290232,-0.020329472613511597,,-0.008084509702001502,0.0682807057262877,-0.008084509702001502,0.07190293859296007
Malawi,0.03189209342110269,0.03962894099199903,5.91,1.4,2007.0,0.0541,0.11875819414854,51.4563102722168,61.35265731811521,0.209627822041512,-0.6873859167099,25.0,40.6698570251465,0.187701508402824,-0.6936268806457521,27.4038467407227,36.3636360168457,0.17492318153381306,38487244.4368077,0.9038736636204672,13716940874.2999,Low income,Sub-Saharan Africa (all income levels),False,46.12,False,0.1292027952214873,0.13296814385754957,0.13523943642585148,,0.1399585244697642,0.14438652078840408,0.1399585244697642,0.1009935820847791
Malaysia,0.1471422500216373,0.05773081708127114,2.99,1.0,2012.0,0.0454,0.339788556098938,58.737865447998,68.5990371704102,0.19970490038394895,1.13956379890442,83.6538467407227,89.95215606689449,0.203941851854324,0.8365939855575558,75.961540222168,84.2105255126953,0.18661361932754505,1573465082.16676,0.465379264709609,766644981610.8441,Upper middle income,East Asia & Pacific (all income levels),False,46.26,False,0.3078646490269383,0.35362881111636646,0.3510608267157448,,0.35338420286930494,0.2998790883544434,0.35338420286930494,0.13659587676664547
Maldives,,,6.22,5.86,2012.0,,0.8836253881454471,78.6407775878906,96.1352691650391,0.259716004133224,-0.366805881261826,41.82692337036129,60.76554870605471,0.322811841964722,-0.363737046718597,39.903846740722706,55.02392196655271,0.27700465917587297,3470026.01482888,0.113331797786751,5024399096.51174,Upper middle income,South Asia,False,36.78,False,0.2849684352199788,0.24304184806051554,0.2518146993845109,,0.25034520514655406,0.16784084875035477,0.25034520514655406,0.12346097615845451
Mali,0.024631705730870014,0.05299713321707195,4.88,2.07,2010.0,0.0797,-1.7380548715591395,6.7961163520813,8.695652008056639,0.209124550223351,-1.11636555194855,14.423076629638699,20.574163436889602,0.181937411427498,-0.5570665597915649,30.769229888916,45.45454406738279,0.17910851538181302,923395698.581234,7.6711646099329815,27324200185.6615,Low income,Sub-Saharan Africa (all income levels),False,33.04,False,0.1479132296433184,0.10598242233136174,0.09953878322504309,,0.10511343615573956,0.11080336281218688,0.10511343615573956,0.09602949723308524
Malta,,,18.32,14.32,2011.0,,1.11499869823456,88.83495330810551,98.06763458251949,0.209124550223351,1.02654147148132,80.7692337036133,88.9952163696289,0.24224652349948894,1.10415029525757,83.17308044433591,91.86602783203129,0.264314860105515,196171550.73928,2.0830872166182,12500391471.0482,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,0.531719461956085,0.47052599596567485,0.4765072770274576,,0.4693890582446828,0.3117727876083464,0.4693890582446828,0.16312774585512
Marshall Islands,,,24.01,9.64,2010.0,,1.09511208534241,88.1516571044922,100.0,0.597038388252258,-1.54986476898193,5.28846168518066,19.6172256469727,0.43625369668006897,-0.959069669246674,17.7884616851807,40.19138717651371,0.367793500423431,26081549.2956674,13.9685200449977,201154463.050729,Upper middle income,East Asia & Pacific (all income levels),False,,False,0.2622606620690603,0.13343957782824448,0.12381615167731458,,0.12583329077974564,0.09049202104426687,0.12583329077974564,0.10345173640259403
Martinique,,,,,,,0.9573606252670293,81.5533981323242,98.06763458251949,0.27711081504821805,0.669370353221893,73.07691955566409,88.9952163696289,0.459674477577209,1.1942532062530502,86.53845977783199,99.5215301513672,0.53016859292984,,,,,,,,False,,,,,,,,
Mauritania,,,4.87,0.84,2010.0,,-0.5811901688575739,25.7281551361084,36.7149772644043,0.21714462339878104,-1.0505268573761,15.865385055542,23.9234447479248,0.190753147006035,-0.696470975875854,26.9230766296387,37.799041748046896,0.183794245123863,2207179.546,0.160508662072013,15528207926.3037,Lower middle income,Sub-Saharan Africa (all income levels),False,37.48,False,0.039850772270232426,0.05984876136252678,0.06208390393914594,,0.06927075838904057,0.09958798971310075,0.06927075838904057,0.08763107045411196
Mauritius,,,9.12,6.73,2011.0,,0.737529814243317,71.3592224121094,87.4396133422852,0.21714462339878104,1.13095784187317,82.6923065185547,88.9952163696289,0.190366923809052,1.00070929527283,80.7692337036133,88.9952163696289,0.183794245123863,837409.8579372109,0.00663014877555134,23434983928.3007,Upper middle income,Sub-Saharan Africa (all income levels),False,35.84,False,0.468305135922352,0.44442706594840936,0.45052130248981315,,0.44558412291233646,0.37617854938121603,0.44558412291233646,0.1571559133107653
Mexico,0.5340229455306378,0.2547689062898621,7.72,4.97,2011.0,0.0486,-0.7579426765441891,20.8737869262695,29.9516906738281,0.19970490038394895,0.188953563570976,61.05769348144529,71.7703323364258,0.19348980486393,0.429281651973724,66.8269195556641,74.1626815795898,0.180651679635048,24462290757.0,1.88943266707724,2171020370397.7,Upper middle income,Latin America & Caribbean (all income levels),False,48.07,False,0.3436608939722407,0.309909514604164,0.31376062665076865,,0.3122176539987151,0.2998903534667697,0.3122176539987151,0.13361253653150404
"Micronesia, Fed. Sts.",,,,,,,0.9573606252670293,81.5533981323242,98.06763458251949,0.27711081504821805,-0.520029902458191,32.692306518554695,56.4593315124512,0.332227975130081,-1.0526552200317398,13.4615383148193,30.143541336059602,0.27700465917587297,22046599.48,6.93132402883133,346520937.572469,Lower middle income,East Asia & Pacific (all income levels),False,61.18,False,,,,,,,,
Moldova,0.4658781844872598,0.33756533499209274,18.3,13.1,2013.0,0.0849,-0.101102709770203,42.2330093383789,56.5217399597168,0.209627822041512,-0.381790310144424,39.903846740722706,53.1100463867188,0.210749894380569,0.0247893147170544,53.846153259277294,63.6363639831543,0.177370980381966,2083610000.0,26.1680377401792,17720261360.7927,Lower middle income,Europe & Central Asia (all income levels),True,28.53,True,0.4847113872680274,0.5428886123868776,,0.4450183782715749,0.5191815684016856,0.49489113072274316,0.5191815684016856,0.23612499464739972
Monaco,,,,,,,0.825173735618591,76.2135925292969,99.51690673828129,0.484838485717773,,,,,,,,,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Mongolia,0.32451319459176803,0.18658999698714795,8.87,5.75,2012.0,0.071,0.865580677986145,77.18446350097659,91.3043441772461,0.20479880273342105,-0.414864122867584,37.5,52.1531105041504,0.210011065006256,-0.25257650017738303,45.6730766296387,54.54545593261721,0.17665490508079504,255121827.019504,2.12319414832468,34760320858.5194,Upper middle income,East Asia & Pacific (all income levels),False,33.75,False,0.28803303583527473,0.23878771153694886,0.244232548792403,,0.2433708014049875,0.19526866206506527,0.2433708014049875,0.12222195847222349
Montenegro,,,20.05,13.81,2011.0,,0.235226541757584,56.3106803894043,66.1835784912109,0.222926273941994,0.27548846602439897,63.461540222168,73.2057418823242,0.24052308499813105,0.120868369936943,55.769229888915994,66.9856491088867,0.197394490242004,431270097.343268,9.400104235075892,9361178266.769459,Upper middle income,Europe & Central Asia (all income levels),True,33.19,True,0.47953372178892606,0.6066085534908726,,0.5464065982386168,0.6044704850327938,0.554231483582193,0.6044704850327938,0.2508250086122541
Morocco,,,6.57,4.51,2010.0,,-0.3945589959621429,30.097087860107397,43.961353302002,0.20479880273342105,-0.138035595417023,48.0769233703613,60.76554870605471,0.181937411427498,-0.0113144125789404,52.40384674072271,61.72248840332029,0.161920502781868,6962235773.0,6.3287850888784005,258295681177.751,Lower middle income,Middle East & North Africa (all income levels),False,40.72,False,0.3203239018790687,0.26910418270620184,0.26588169421647473,,0.26632013339001176,0.20622366644558432,0.26632013339001176,0.12552837350971516
Mozambique,,,5.32,2.02,2010.0,,-0.35093602538108803,32.0388336181641,45.8937187194824,0.209124550223351,-0.7300586104393009,24.038461685180696,36.8421058654785,0.181937411427498,-0.393457263708115,37.980770111084,49.2822952270508,0.17910851538181302,155464965.93,0.975407174913766,30736659575.0975,Low income,Sub-Saharan Africa (all income levels),False,45.58,False,0.1561562104451503,0.14532477822973375,0.14908863378287657,,0.15252678632562094,0.14878128501413104,0.15252678632562094,0.10406565615477126
Myanmar,,,0.94,0.7,2010.0,,-1.0633648633956898,11.650485038757301,21.7391300201416,0.20479880273342105,-1.27907800674438,8.65384578704834,16.746412277221697,0.19892506301403,-1.39041972160339,6.25,12.9186601638794,0.183728620409966,3102819757.29734,4.82328290438038,,Lower middle income,East Asia & Pacific (all income levels),False,,False,0.021634647292377115,0.02803453434684866,0.022245306957518442,,0.031591344682046496,0.05323566455755757,0.031591344682046496,0.08073543127299121
Namibia,,,7.4,4.6,2011.0,,0.6171658635139471,66.50485229492189,81.6425094604492,0.209124550223351,0.10252680629491802,58.65384674072271,69.37799072265629,0.190354973077774,0.0326620824635029,54.3269233703613,64.1148300170898,0.18491402268409696,10192854.634705,0.0784352866279793,23921708644.6589,Upper middle income,Sub-Saharan Africa (all income levels),False,60.97,False,0.31789106944529866,0.29228247918266476,0.29903919861236306,,0.2975572680693034,0.26003508230095707,0.2975572680693034,0.13091334635208365
Nauru,,,9.49,1.15,2010.0,,1.09511208534241,88.1516571044922,100.0,0.597038388252258,-0.600231349468231,29.3269233703613,72.7272720336914,0.730984091758728,-1.25871539115906,8.65384578704834,49.7607650756836,0.71170562505722,,,,,,,,False,,,,,0.1413009074797657,0.17766629697337066,0.1413009074797657,0.10072628185570862
Nepal,0.1957230900073423,0.3589367106901816,2.19,0.66,2013.0,0.0827,-0.7037250399589542,22.3300971984863,31.884057998657198,0.21231350302696206,-0.83101087808609,19.7115383148193,35.406700134277294,0.21009747684001895,-0.8502345681190491,20.673076629638697,31.5789470672607,0.18879687786102306,5769654335.8006,29.1844146698528,66892835546.7443,Low income,South Asia,False,32.75,False,0.1917954398019297,0.11881644794554982,0.07103551009048699,,0.08509351824906093,0.06452776344379342,0.08509351824906093,0.08972470874535478
Netherlands,0.43784579999999995,0.331487095,23.42,15.69,2011.0,0.084,1.04509103298187,85.92233276367192,97.5845413208008,0.19970490038394895,1.82928240299225,97.5961532592773,100.0,0.227214962244034,1.77755761146545,95.6730804443359,99.5215301513672,0.22925907373428306,1540486763.20275,0.17519082380497195,813792866343.083,High income: OECD,Europe & Central Asia (all income levels),True,27.99,False,0.6220535746643457,0.5766082796446216,0.5843185894167865,,0.5748696053202846,0.6879232202990271,0.5748696053202846,0.18137375968843347
Netherlands Antilles,,,,,,,0.7206479907035831,67.7725143432617,97.64151000976558,0.412686258554459,0.742735981941223,72.7272720336914,88.0952377319336,0.368749469518662,0.834751307964325,76.5550231933594,94.76190185546879,0.513960480690002,,,,,,,,False,,,,,,,,
New Caledonia,,,,,,,-0.177889466285706,40.09434127807621,68.0751190185547,0.4957039654254911,,,,,,,,,478847767.798,,,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,,,,
New Zealand,,,21.2,12.81,2010.0,,1.49310183525085,99.0291290283203,99.51690673828129,0.19970490038394895,1.92847585678101,98.5576934814453,100.0,0.227214962244034,1.94488704204559,99.03845977783199,100.0,0.22925907373428306,462266842.216149,0.23116825943189606,169921021392.742,High income: OECD,East Asia & Pacific (all income levels),False,,False,0.6163097523897255,0.5797440178918902,0.586295959738991,,0.5774290363861964,0.42366958999601045,0.5774290363861964,0.18129895685832928
Nicaragua,,,6.95,2.89,2009.0,,-0.0469973720610142,44.17475891113279,57.487922668457,0.20479880273342105,-0.834599316120148,19.230770111084002,33.9712905883789,0.202521428465843,-0.3782519698143009,38.461540222168004,50.7177047729492,0.187134712934494,1140200000.0,9.6580945693695,29578055571.1586,Lower middle income,Latin America & Caribbean (all income levels),False,45.73,False,0.21902570523672843,0.16172124377187924,0.15268962160394092,,0.1568958607835247,0.17747884068342118,0.1568958607835247,0.10571599187454178
Niger,0.05921709568758075,0.06195777077582978,2.91,0.53,2010.0,0.08960000000000001,-1.26710391044617,9.22330093383789,16.425121307373,0.218231543898582,-0.737732291221619,23.557691574096694,37.32057571411129,0.195208579301834,-0.661142349243164,28.365385055542003,40.19138717651371,0.180995270609856,156750802.343151,1.91892077805701,17923782016.8917,Low income,Sub-Saharan Africa (all income levels),False,31.45,False,0.045147157899439336,0.08072382201117083,0.07740113986941281,,0.0860981787694964,0.1259240305458787,0.0860981787694964,0.08934254431994243
Nigeria,0.004318494866955536,0.0078094642485003855,2.83,1.12,2010.0,0.0539,-2.1057586669921897,5.339805603027339,6.7632851600647,0.20479880273342105,-1.19238090515137,11.5384616851807,17.703350067138697,0.181937411427498,-0.8189260959625241,23.557691574096694,31.5789470672607,0.172010317444801,20829173623.3739,3.66382953455336,1049101924597.69,Lower middle income,Sub-Saharan Africa (all income levels),False,42.97,False,0.06606920404667635,0.06045204360217201,0.05834401075651026,,0.06549641331860379,0.0897106105834422,0.06549641331860379,0.0877126546001205
Niue,,,,,,,1.4507883787155198,96.69811248779301,100.0,0.585449457168579,-0.97529923915863,16.1137447357178,56.132076263427706,0.619420826435089,-0.941225349903107,19.9052124023438,50.94339752197271,0.509559512138367,,,,,,,,False,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,,,,
Norway,,,22.37,15.84,2011.0,,1.13195145130157,90.291259765625,98.06763458251949,0.19970490038394895,1.80991339683533,96.63461303710942,99.5215301513672,0.227214962244034,1.6376496553421,92.3076934814453,99.04306030273442,0.22925907373428306,760624636.895046,0.152180583372315,337054109833.41,High income: OECD,Europe & Central Asia (all income levels),True,25.9,False,0.6205297653024439,0.5745175446882383,0.5823499637882622,,0.5728979006582258,0.6839528990641198,0.5728979006582258,0.18106102469785068
Oman,,,3.8,2.31,2011.0,,0.6588491797447199,67.9611663818359,83.5748825073242,0.209124550223351,0.286823093891144,63.94230651855471,73.2057418823242,0.233566015958786,0.689798712730408,73.5576934814453,81.8181838989258,0.23196355998516105,39011703.511053294,0.04769354038689,163641808430.486,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,0.27973467111936623,0.28276114496446597,0.2863020257275894,,0.2870463045735,0.22530691836977626,0.2870463045735,0.1273793335590301
Pakistan,0.06627475544327993,0.1375627297173065,1.68,1.3,2010.0,0.0959,-2.43572044372559,3.39805817604065,5.79710149765015,0.20479880273342105,-0.748696208000183,22.115385055542003,37.32057571411129,0.19892506301403,-0.6855455636978149,27.884614944457997,38.2775115966797,0.183728620409966,17066000000.0,7.0048293136012605,890315208211.223,Lower middle income,South Asia,False,29.59,False,0.14679216473538906,0.13024963182205265,0.12215658866184427,,0.1286178713340351,0.08261992520316705,0.1286178713340351,0.098869598290639
Palau,,,15.79,7.0,2010.0,,1.09511208534241,88.1516571044922,100.0,0.597038388252258,-0.600231349468231,29.3269233703613,72.7272720336914,0.730984091758728,-0.8379698991775509,22.115385055542003,64.1148300170898,0.71170562505722,2218252.44851292,0.8850862712417379,311321490.537421,Upper middle income,East Asia & Pacific (all income levels),False,,False,0.27735300514993644,0.22243177474914663,0.23118320021710387,,0.22967015060935464,0.18277251162520497,0.22967015060935464,0.12037854934285444
Panama,0.13708015804999846,0.19584232441457688,6.59,4.35,2010.0,0.032,0.0964715555310249,50.970874786377,60.386474609375,0.20479880273342105,0.27444523572921803,62.980770111084006,72.7272720336914,0.21433082222938504,0.37340012192726096,65.38461303710939,73.684211730957,0.19378615915775305,760300000.0,1.64522229868045,80811073456.3397,Upper middle income,Latin America & Caribbean (all income levels),False,51.67,False,0.3407927075859796,0.3142048537532524,0.31771807984553135,,0.3164560017042386,0.3033608263710126,0.3164560017042386,0.13400006031882988
Papua New Guinea,,,4.39,1.12,2012.0,,-0.332239359617233,33.009708404541,46.8599052429199,0.224102810025215,-0.630746364593506,27.884614944457997,44.4976081848145,0.229780957102776,-0.34056344628334,41.82692337036129,52.1531105041504,0.19906412065029105,10441275.9482974,0.0616784021770645,21306634684.5422,Lower middle income,East Asia & Pacific (all income levels),False,43.88,False,0.1122618923071476,0.12827715925385666,0.13090487225158146,,0.1361678531836485,0.12461762885280177,0.1361678531836485,0.09978286315078652
Paraguay,0.2225409228619448,0.18271037767433407,6.35,4.07,2010.0,0.0406,-0.2010408192873,38.349514007568395,52.6570053100586,0.209124550223351,-0.924757421016693,17.307691574096697,30.143541336059602,0.202521428465843,-0.277904361486435,44.230770111084006,54.54545593261721,0.196381404995918,506640000.0,1.64062790640789,58391810851.7787,Upper middle income,Latin America & Caribbean (all income levels),False,48.3,False,0.19734953875375189,0.15498385179860769,0.16097522518992902,,0.16230302332879581,0.1808582479299523,0.16230302332879581,0.10750381042176997
Peru,0.17809290377262527,0.1438275088967906,6.85,5.27,2010.0,0.0422,-0.522201299667358,27.6699028015137,39.1304359436035,0.19970490038394895,-0.27658873796463,43.75,56.4593315124512,0.19348980486393,0.5212366580963129,69.2307662963867,75.59808349609379,0.180651679635048,2638979869.0388603,1.3025804363116,371334941442.935,Upper middle income,Latin America & Caribbean (all income levels),False,44.73,False,0.29225513578809814,0.2513495557074075,0.2574895304462018,,0.25650529729192273,0.25550892250884416,0.25650529729192273,0.1242451940340234
Philippines,0.1881751680446434,0.2282986677130677,1.55,0.99,2012.0,0.0589,-0.702551364898682,22.8155345916748,30.917875289917003,0.19970490038394895,0.192713707685471,61.538459777832,71.7703323364258,0.193689078092575,-0.0142827779054642,51.9230766296387,62.6794242858887,0.180651679635048,28403489246.5119,9.97393749103632,690894464568.744,Lower middle income,East Asia & Pacific (all income levels),False,43.04,False,0.24658074260052285,0.24378223767706436,0.22744550133824076,,0.23374869612238697,0.2050082523333158,0.23374869612238697,0.11613756276683818
Poland,0.593962,0.488281,20.51,15.87,2011.0,0.0789,0.8654465675354001,76.6990280151367,91.3043441772461,0.19970490038394895,0.824540734291077,74.5192337036133,85.64593505859379,0.203877478837967,1.05931973457336,81.7307662963867,89.4736862182617,0.17391468584537498,7409000000.0,1.35953296992549,960235425940.087,High income: OECD,Europe & Central Asia (all income levels),True,32.39,True,0.5136750847873395,0.6731067823027508,,0.6011954344101175,0.6803613538885105,0.5849703958255585,0.6803613538885105,0.2641376434242563
Portugal,,,25.43,18.5,2010.0,,0.7929101586341859,73.3009719848633,88.88888549804692,0.19970490038394895,1.01004302501678,79.8076934814453,88.0382766723633,0.227214962244034,0.769577980041504,75.0,84.2105255126953,0.22925907373428306,424084987.115578,0.184291099025822,299134379737.404,High income: OECD,Europe & Central Asia (all income levels),True,36.04,False,0.5421764763167632,0.4780609737948482,0.4883120681662558,,0.4798438748949133,0.5605719919094652,0.4798438748949133,0.1655598848219932
Puerto Rico,,,,,,,0.7355606555938721,70.8737869262695,88.88888549804692,0.233637928962708,0.384808778762817,67.788459777832,74.6411514282227,0.281746953725815,0.865356862545013,77.8846130371094,89.95215606689449,0.34019571542739896,,,125630265378.549,High income: nonOECD,Latin America & Caribbean (all income levels),False,,False,,,,,,,,
Qatar,,,1.74,0.22,2010.0,,0.999535381793976,83.0097122192383,97.10144805908199,0.203709542751312,0.992342293262482,78.3653869628906,87.55980682373051,0.220006078481674,0.566640377044678,70.67308044433591,79.4258346557617,0.21994639933109306,498626373.626374,0.237317876508407,305499134442.031,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,0.1597492086568619,0.26062210721573786,0.2525178465454671,,0.2607774827838083,0.2648570418349152,0.2607774827838083,0.11695704534772615
Reunion,,,,,,,0.305950582027435,57.7669906616211,76.328498840332,0.3207258582115169,0.9215814471244808,77.4038467407227,93.3014373779297,0.459674477577209,1.1942532062530502,86.53845977783199,99.5215301513672,0.53016859292984,,,,,,,,False,,,,,,,,
Romania,0.563182,0.40970500000000004,17.39,13.21,2010.0,0.0891,0.0773838385939598,49.51456451416021,59.4202880859375,0.19970490038394895,-0.00345360673964024,55.769229888915994,65.5502395629883,0.203877478837967,0.596866011619568,71.6346130371094,78.4689025878906,0.17391468584537498,3381251954.72912,1.69874895134515,405015302556.67,Upper middle income,Europe & Central Asia (all income levels),True,27.33,True,0.40456189021713707,0.5569910254196342,,0.5263239073972742,0.5671974475933595,0.5318091826634728,0.5671974475933595,0.2443468937180928
Russian Federation,,,15.97,12.01,2011.0,,-0.84027898311615,18.4466018676758,28.9855079650879,0.19970490038394895,-0.0785295218229294,51.44230651855471,62.200958251953104,0.203877478837967,-0.404619306325912,36.538459777831996,48.80382919311521,0.17391468584537498,7776533917.757529,0.4179588627191129,3358561167035.86,High income: nonOECD,Europe & Central Asia (all income levels),True,41.59,True,0.38125415539356833,0.5407421561486812,,0.5399679909178692,0.5530909875700019,0.5331467104182508,0.5530909875700019,0.24169719743085724
Rwanda,0.03711900809696269,0.022847104782541428,7.31,1.6,2010.0,0.0516,-0.100152932107449,42.7184448242188,57.0048294067383,0.21714462339878104,0.0246521178632975,56.25,65.5502395629883,0.190753147006035,0.181823253631592,58.65384674072271,67.464111328125,0.183794245123863,128172555.772582,1.62445454801769,18833245236.0739,Low income,Sub-Saharan Africa (all income levels),False,51.34,False,0.22609663071438102,0.23311498701430805,0.23310327348043844,,0.23608877244309384,0.21849137996651707,0.23608877244309384,0.11774906763968176
Samoa,,,4.95,1.07,2012.0,,1.15264689922333,90.7766952514648,99.51690673828129,0.259716004133224,0.429449588060379,70.67308044433591,77.9904327392578,0.332227975130081,-0.198899626731873,47.115383148193395,61.72248840332029,0.27700465917587297,140501951.038741,17.5535504355209,1110599458.5597801,Lower middle income,East Asia & Pacific (all income levels),False,42.69,False,0.3189468699766714,0.28934976829872316,0.26012173703830954,,0.2673396391277916,0.22991426845654078,0.2673396391277916,0.12207083733140428
San Marino,,,21.4,15.32,2010.0,,1.09511208534241,88.1516571044922,100.0,0.597038388252258,,,,,,,,,,,,High income: nonOECD,Europe & Central Asia (all income levels),True,,False,,,,,,,,
Sao Tome and Principe,,,,,,,0.15110735595226302,52.9126205444336,65.2173919677734,0.258607029914856,-0.859601378440857,18.269229888915998,35.406700134277294,0.22438743710517894,-0.734721720218658,25.480770111084,37.799041748046896,0.205981120467186,,,,Lower middle income,Sub-Saharan Africa (all income levels),False,,False,,,,,,,,
Saudi Arabia,,,3.64,1.1,2011.0,,-0.237764790654182,35.4368934631348,51.2077293395996,0.209124550223351,0.225133627653122,62.019229888915994,72.7272720336914,0.233566015958786,-0.00649985717609525,53.365383148193395,65.5502395629883,0.23196355998516105,269360000.0,0.0357321120999947,1606414540128.72,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,0.20886367189504143,0.23869111613414876,0.23932842967032741,,0.24298311441429507,0.20221627360814615,0.24298311441429507,0.11798070885071182
Senegal,0.11367795298178585,0.2177170059081968,5.34,2.06,2010.0,0.0604,-0.127161175012589,41.262134552002,55.5555572509766,0.20479880273342105,-0.3912733197212221,38.9423065185547,49.7607650756836,0.181937411427498,-0.22137010097503695,46.15384674072271,54.54545593261721,0.172010317444801,1643550250.60712,10.4968535661554,34232612022.7706,Lower middle income,Sub-Saharan Africa (all income levels),False,40.28,False,0.24511555200167953,0.20416317262607722,0.19131607797023162,,0.19611610376735622,0.1832043797759764,0.19611610376735622,0.1115599187053321
Serbia,0.3637292364118171,0.2908204681208248,24.05,17.73,2011.0,0.0837,0.179378718137741,53.3980598449707,64.2512054443359,0.20479880273342105,0.0908679366111755,58.1730766296387,70.8134002685547,0.214526772499084,0.144755095243454,56.25,66.9856491088867,0.17967614531517004,3695920470.40672,8.42539738501502,96917553631.9279,Upper middle income,Europe & Central Asia (all income levels),True,29.65,True,0.474843172667943,0.5933132492270136,,0.46115777712133177,0.5934644951775718,0.4826018856920488,0.5934644951775718,0.24957601223826975
Seychelles,,,7.52,4.39,2011.0,,0.41534665226936296,60.194175720214794,72.4637680053711,0.222926273941994,0.39116045832634,68.2692337036133,74.1626815795898,0.204854682087898,-0.313824951648712,43.269229888915994,53.5885162353516,0.203212887048721,15071073.096616598,1.05939725993264,2414968238.34309,High income: nonOECD,Sub-Saharan Africa (all income levels),False,42.77,False,0.3520051997099746,0.32898053280743045,0.33324366205083694,,0.3315903254918629,0.2871191875504211,0.3315903254918629,0.13660800800255576
Sierra Leone,0.02410150585142099,0.03956549728395412,2.07,0.61,2009.0,0.0781,-0.21961009502410894,36.8932037353516,51.2077293395996,0.20479880273342105,-1.22203946113586,10.576923370361301,17.703350067138697,0.181937411427498,-0.8108327984809879,24.038461685180696,32.0574150085449,0.172010317444801,62430111.5632547,1.2905415838413898,12417276655.9865,Low income,Sub-Saharan Africa (all income levels),False,33.99,False,-0.0015836733390573593,0.023643335080525105,0.02306049804338863,,0.03203521475479079,0.07877337246518235,0.03203521475479079,0.08046383354783038
Singapore,,,2.83,1.63,2011.0,,1.225989818573,92.2330093383789,99.51690673828129,0.19970490038394895,2.19388890266418,100.0,100.0,0.220006078481674,2.230508089065549,100.0,100.0,0.207180932164192,,,452690857402.323,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,0.5099564517423969,0.4146378899781988,0.5099564517423969,0.16457072655259722
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,62117318.4357541,,1214600998.53945,High income: nonOECD,Latin America & Caribbean (all income levels),False,,False,,,,,,,,
Slovak Republic,0.43040267,0.389464188,18.1,11.39,2011.0,0.0863,1.02089357376099,84.9514541625977,97.5845413208008,0.203709542751312,0.871013641357422,75.4807662963867,87.0813369750977,0.21992526948452,0.896550357341766,78.8461532592773,88.0382766723633,0.19992882013320895,2394962300.6961107,2.38902300354547,153491435733.46802,High income: OECD,Europe & Central Asia (all income levels),True,26.12,True,0.4957518744116754,0.6645387150874472,,0.6862510798625433,0.6699803215595144,0.6315995804438326,0.6699803215595144,0.26152731118026556
Slovenia,0.62540764,0.33581189,23.74,17.42,2011.0,0.0973,0.793155670166016,73.7864074707031,88.88888549804692,0.19970490038394895,1.0085541009903,79.32691955566409,87.55980682373051,0.21992526948452,0.662612199783325,73.07691955566409,79.9043045043945,0.19019657373428306,757288177.0768268,1.5301396920037902,62689746153.6522,High income: OECD,Europe & Central Asia (all income levels),True,25.59,True,0.5436763258686488,0.7018147522777958,,0.6049577749283515,0.7080754940683366,0.579701500924698,0.7080754940683366,0.2691062753507374
Small states,,,,,,,,,,,,,,,,,,,5257682485.00677,3.8029355760337102,318985738464.778,Aggregates,Aggregates,False,,False,,,,,,,,
Solomon Islands,,,8.25,1.3,2010.0,,0.4860382378101351,62.6213607788086,82.125602722168,0.294573128223419,-1.07020306587219,15.384614944458,30.143541336059602,0.292693823575974,-1.10816979408264,12.019230842590304,28.2296657562256,0.25855192542076105,16335086.9792382,1.4104063192949,1218975360.46764,Lower middle income,East Asia & Pacific (all income levels),False,46.1,False,0.08145174711077342,0.08031058947647009,0.08230539260424283,,0.08816211063646084,0.0833485231196831,0.08816211063646084,0.09196002534818809
